first_name,last_name,gender,past_3_years_bike_related_purchases,job_title,job_industry_category,wealth_segment,owns_car,tenure,postcode,state,country,property_valuation,Rank,Value,age
Pierrette,Gummie,Female,18,Statistician II,Retail,Affluent Customer,No,14,3143,VIC,Australia,8,637,0.7374999999999999,53.0
Nady,Withinshaw,Female,96,Database Administrator III,IT,High Net Worth,No,8,4000,QLD,Australia,7,641,0.7343749999999999,52.0
Demott,Mullaly,Male,42,Help Desk Operator,Property,Mass Customer,No,13,2525,NSW,Australia,8,642,0.7331249999999999,37.0
Wendye,Kleinplatz,Female,48,Executive Secretary,Manufacturing,Affluent Customer,No,14,4132,QLD,Australia,3,643,0.731,24.0
Irvin,Bevans,Male,82,Payment Adjustment Coordinator,Manufacturing,Mass Customer,No,12,2046,NSW,Australia,11,644,0.73046875,58.0
Madella,Marquiss,Female,51,VP Marketing,Financial Services,Affluent Customer,No,18,3175,VIC,Australia,8,644,0.73046875,43.0
Austine,Speedy,Female,38,Software Engineer II,Argiculture,High Net Worth,Yes,14,2558,NSW,Australia,8,646,0.73,80.0
Wolf,Craft,Male,93,Database Administrator III,Retail,Affluent Customer,Yes,5,2148,NSW,Australia,9,646,0.73,24.0
Aldin,Newsome,Male,24,Financial Analyst,Financial Services,Mass Customer,No,17,2127,NSW,Australia,9,648,0.725,39.0
Sindee,Jasik,Female,18,Social Worker,Health,Mass Customer,Yes,15,4030,QLD,Australia,9,648,0.725,77.0
Truman,Arlett,Male,58,Technical Writer,Manufacturing,High Net Worth,Yes,16,2477,NSW,Australia,5,648,0.725,62.0
Gordon,Rewan,Male,42,Chief Design Engineer,Financial Services,Mass Customer,No,5,2750,NSW,Australia,8,651,0.7225,32.0
Israel,Brough,Male,29,Budget/Accounting Analyst I,Financial Services,Mass Customer,Yes,8,2281,NSW,Australia,7,651,0.7225,43.0
Leticia,Hovenden,Female,98,Mechanical Systems Engineer,Retail,Mass Customer,Yes,1,3178,VIC,Australia,9,653,0.7187500000000001,23.0
Caritta,Compston,Female,86,Geological Engineer,Manufacturing,Mass Customer,Yes,17,3976,VIC,Australia,5,653,0.7187500000000001,62.0
Annabelle,Hanwell,Female,11,Professor,Manufacturing,High Net Worth,Yes,15,3083,VIC,Australia,12,655,0.7171875,68.0
Darryl,Hovee,Female,2,Professor,Financial Services,Mass Customer,Yes,19,2047,NSW,Australia,12,655,0.7171875,76.0
Orly,Nesbitt,Female,6,Analyst Programmer,Manufacturing,High Net Worth,Yes,14,3163,VIC,Australia,6,657,0.714,35.0
Margette,Gibard,Female,34,Associate Professor,Manufacturing,Affluent Customer,Yes,9,2011,NSW,Australia,7,658,0.7124999999999999,78.0
Nicol,Bertot,Female,25,Financial Advisor,Financial Services,Affluent Customer,Yes,18,3060,VIC,Australia,5,658,0.7124999999999999,42.0
Nobe,Trowsdale,Male,12,Community Outreach Specialist,Financial Services,Mass Customer,No,16,3816,VIC,Australia,3,658,0.7124999999999999,52.0
Stephen,Tittershill,Male,73,Nurse Practicioner,Financial Services,High Net Worth,No,6,3150,VIC,Australia,11,658,0.7124999999999999,28.0
Giselbert,Pickring,Male,94,Tax Accountant,Manufacturing,Affluent Customer,Yes,20,2766,NSW,Australia,8,662,0.711875,60.0
Shane,Diss,Female,50,Software Consultant,Financial Services,High Net Worth,Yes,16,3198,VIC,Australia,8,662,0.711875,39.0
Lisette,Davers,Female,59,Developer III,Health,High Net Worth,No,17,2130,NSW,Australia,11,662,0.711875,79.0
Chicky,Sinclar,Male,43,Operator,IT,High Net Worth,Yes,0,3222,VIC,Australia,4,662,0.711875,38.0
Kippar,Whyatt,Male,13,Staff Accountant III,Property,Mass Customer,No,10,2259,NSW,Australia,7,666,0.71,60.0
Xenia,Maleck,Female,41,VP Product Management,Telecommunications,Mass Customer,No,12,3029,VIC,Australia,7,666,0.71,60.0
Essie,Withur,Female,42,Director of Sales,Financial Services,High Net Worth,No,19,3444,VIC,Australia,7,668,0.7054999999999999,79.0
Cecil,Gant,Male,52,Research Assistant III,Financial Services,High Net Worth,Yes,9,2145,NSW,Australia,8,668,0.7054999999999999,44.0
Lillis,Eshmade,Female,50,Structural Analysis Engineer,Financial Services,Mass Customer,Yes,22,4304,QLD,Australia,2,668,0.7054999999999999,45.0
Ted,Izacenko,Male,3,Librarian,Entertainment,High Net Worth,No,9,3130,VIC,Australia,10,668,0.7054999999999999,60.0
Nixie,Shoesmith,Female,45,Junior Executive,Retail,Affluent Customer,No,12,4516,QLD,Australia,6,672,0.7039062500000001,63.0
Briana,Trill,Female,5,Health Coach III,Health,High Net Worth,No,11,2137,NSW,Australia,11,672,0.7039062500000001,76.0
Cobbie,Bruyett,Male,20,Associate Professor,Property,Mass Customer,Yes,20,2500,NSW,Australia,8,674,0.703125,64.0
Wrennie,Dwelly,Female,23,Operator,Manufacturing,Mass Customer,No,18,3020,VIC,Australia,9,674,0.703125,80.0
Sibylla,Kibble,Female,73,Pharmacist,Health,High Net Worth,No,12,2122,NSW,Australia,9,676,0.70125,57.0
Kariotta,Naper,Female,8,VP Sales,Health,Mass Customer,No,21,2756,NSW,Australia,10,676,0.70125,68.0
Wylie,Huntingdon,Male,99,VP Quality Control,Financial Services,Mass Customer,No,15,2763,NSW,Australia,8,676,0.70125,53.0
Lizbeth,Garvan,Female,36,Structural Analysis Engineer,Health,Mass Customer,No,4,2141,NSW,Australia,9,676,0.70125,23.0
Averil,Ackery,Male,93,Sales Representative,Retail,Mass Customer,Yes,7,2093,NSW,Australia,12,676,0.70125,49.0
Myrtie,Ostrich,Female,70,VP Quality Control,Property,Affluent Customer,Yes,9,2251,NSW,Australia,7,676,0.70125,24.0
Ross,Vidgen,Male,17,VP Sales,Retail,Affluent Customer,No,12,4032,QLD,Australia,9,682,0.7000000000000001,72.0
Sibby,Skinner,Female,25,Accountant IV,Manufacturing,Mass Customer,Yes,12,4178,QLD,Australia,7,682,0.7000000000000001,39.0
Selle,Casper,Female,98,Social Worker,Health,Mass Customer,Yes,10,2880,NSW,Australia,1,684,0.7,42.0
Andrew,Froment,Male,58,Office Assistant IV,Retail,High Net Worth,No,7,3860,VIC,Australia,2,684,0.7,42.0
Maurizia,Ritmeyer,Female,95,Teacher,Entertainment,Mass Customer,Yes,3,2142,NSW,Australia,6,684,0.7,40.0
Keenan,Moriarty,Male,67,Actuary,Financial Services,Mass Customer,Yes,2,4075,QLD,Australia,8,684,0.7,25.0
Davide,Senten,Male,22,Accounting Assistant II,Manufacturing,Mass Customer,No,11,2171,NSW,Australia,9,688,0.697,79.0
Renie,Fiveash,Female,92,Occupational Therapist,Health,High Net Worth,No,16,4508,QLD,Australia,4,688,0.697,27.0
Willard,Booton,Male,69,Junior Executive,Health,High Net Worth,Yes,7,2121,NSW,Australia,9,688,0.697,81.0
Debby,Balmadier,Female,53,Administrative Assistant II,Financial Services,Affluent Customer,Yes,5,3216,VIC,Australia,8,691,0.6906249999999999,28.0
Rockie,MacKibbon,Male,42,Developer II,Manufacturing,Mass Customer,Yes,13,2298,NSW,Australia,8,691,0.6906249999999999,42.0
Harvey,Dwelley,Male,70,Help Desk Technician,Financial Services,Affluent Customer,No,18,2077,NSW,Australia,9,691,0.6906249999999999,46.0
Patrice,Pariss,Male,96,VP Accounting,Financial Services,Mass Customer,No,9,4078,QLD,Australia,5,691,0.6906249999999999,66.0
Arman,Yakubov,Male,68,VP Quality Control,Property,High Net Worth,Yes,17,2323,NSW,Australia,4,691,0.6906249999999999,42.0
Gardiner,Gypps,Male,91,VP Product Management,Retail,Mass Customer,Yes,13,2166,NSW,Australia,9,691,0.6906249999999999,29.0
Cathleen,Le Teve,Female,75,Recruiting Manager,Entertainment,High Net Worth,No,18,4211,QLD,Australia,3,691,0.6906249999999999,69.0
Thaddus,Joder,Male,31,Web Designer IV,Manufacturing,Mass Customer,No,7,2290,NSW,Australia,8,698,0.69,62.0
Josepha,Clamp,Female,12,Marketing Manager,Financial Services,High Net Worth,No,12,2069,NSW,Australia,12,698,0.69,58.0
Jillane,Simion,Female,8,VP Marketing,Manufacturing,High Net Worth,No,7,4209,QLD,Australia,3,700,0.6875,46.0
Lynnell,Shoesmith,Female,44,Occupational Therapist,Health,High Net Worth,Yes,7,2560,NSW,Australia,8,700,0.6875,39.0
Mandie,MacAdie,Female,39,Chief Design Engineer,Telecommunications,High Net Worth,No,13,2110,NSW,Australia,11,700,0.6875,45.0
Ferdinand,Billie,Male,97,Chemical Engineer,Manufacturing,Mass Customer,No,6,2759,NSW,Australia,8,700,0.6875,54.0
Suzy,Bussens,Female,44,Computer Systems Analyst II,Financial Services,Mass Customer,No,13,4102,QLD,Australia,9,700,0.6875,47.0
Emeline,Vezey,Female,37,Dental Hygienist,Health,Affluent Customer,Yes,19,3759,VIC,Australia,7,700,0.6875,66.0
Cissiee,Baylis,Female,99,Cost Accountant,Financial Services,High Net Worth,No,16,2230,NSW,Australia,11,700,0.6875,68.0
Roldan,Raybould,Male,27,Actuary,Financial Services,Mass Customer,No,11,3158,VIC,Australia,8,700,0.6875,44.0
Barth,Weare,Male,18,Clinical Specialist,Health,Mass Customer,Yes,8,2541,NSW,Australia,5,708,0.68,73.0
Alta,Pithcock,Female,64,GIS Technical Architect,Financial Services,Mass Customer,No,2,2141,NSW,Australia,7,708,0.68,20.0
Marc,Keunemann,Male,57,Dental Hygienist,Health,Affluent Customer,Yes,14,2747,NSW,Australia,8,708,0.68,47.0
Bertine,Smalles,Female,85,VP Quality Control,Financial Services,Mass Customer,Yes,9,3028,VIC,Australia,8,708,0.68,36.0
Wilbert,O'Loughnan,Male,14,Paralegal,Financial Services,Mass Customer,Yes,6,4055,QLD,Australia,9,708,0.68,37.0
Seymour,Fellibrand,Male,28,Structural Analysis Engineer,IT,Affluent Customer,Yes,18,4650,QLD,Australia,2,708,0.68,48.0
Miran,Runchman,Female,47,Nurse,Retail,Mass Customer,No,17,4304,QLD,Australia,3,708,0.68,45.0
Dorotea,Fenwick,Female,74,Nurse,Financial Services,High Net Worth,No,12,2016,NSW,Australia,11,715,0.67734375,69.0
Jenny,Massy,Female,82,Project Manager,Telecommunications,Mass Customer,Yes,10,2470,NSW,Australia,2,715,0.67734375,56.0
Hyman,Petrolli,Male,8,Senior Sales Associate,IT,Affluent Customer,Yes,4,3782,VIC,Australia,7,715,0.67734375,54.0
Beatrix,McGivena,Female,26,Assistant Manager,Health,Mass Customer,Yes,9,4879,QLD,Australia,10,715,0.67734375,53.0
Nalani,Hallad,Female,15,Environmental Specialist,Health,Affluent Customer,Yes,9,3184,VIC,Australia,9,719,0.675,20.0
Inglebert,Butland,Male,71,Actuary,Financial Services,Mass Customer,Yes,7,2114,NSW,Australia,9,719,0.675,54.0
Brendis,Pineaux,Male,12,Mechanical Systems Engineer,Manufacturing,Mass Customer,No,5,2560,NSW,Australia,4,719,0.675,42.0
Jaimie,Lancastle,Male,71,VP Marketing,Manufacturing,Mass Customer,Yes,5,2750,NSW,Australia,8,722,0.6715,47.0
Glendon,Malham,Male,36,Web Designer I,Manufacturing,Mass Customer,No,17,3030,VIC,Australia,6,722,0.6715,54.0
Morganica,Bentke,Female,40,Marketing Assistant,IT,Affluent Customer,Yes,21,3067,VIC,Australia,11,724,0.67,43.0
Calida,Schaben,Female,54,Recruiting Manager,Manufacturing,Mass Customer,Yes,10,2199,NSW,Australia,9,725,0.6693749999999999,51.0
Hallsy,Voysey,Male,83,Business Systems Development Analyst,Financial Services,Mass Customer,No,16,3437,VIC,Australia,9,725,0.6693749999999999,50.0
Lanny,Currall,Male,37,Developer IV,Retail,High Net Worth,Yes,9,2209,NSW,Australia,10,725,0.6693749999999999,22.0
Son,Varney,Male,75,Analog Circuit Design manager,Property,Mass Customer,Yes,10,2480,NSW,Australia,7,725,0.6693749999999999,26.0
Bartram,Caltun,Male,28,Internal Auditor,Health,Affluent Customer,Yes,12,2121,NSW,Australia,11,725,0.6693749999999999,63.0
Halette,Borsi,Female,60,Research Nurse,Health,Affluent Customer,Yes,16,2128,NSW,Australia,9,725,0.6693749999999999,58.0
Killie,Densie,Male,87,Environmental Tech,IT,Mass Customer,Yes,11,2042,NSW,Australia,10,731,0.6640625,23.0
Mandi,Adamsson,Female,40,Programmer Analyst I,Manufacturing,Mass Customer,Yes,5,4165,QLD,Australia,5,731,0.6640625,28.0
Kylila,Basezzi,Female,94,Assistant Manager,Health,Mass Customer,Yes,9,4217,QLD,Australia,9,733,0.6625000000000001,75.0
Yardley,Matten,Male,35,Junior Executive,Financial Services,Mass Customer,No,15,4408,QLD,Australia,2,733,0.6625000000000001,29.0
Shepperd,Leonards,Male,17,Chemical Engineer,Manufacturing,Mass Customer,Yes,5,2147,NSW,Australia,9,733,0.6625000000000001,39.0
Hamel,Curzey,Male,11,Structural Engineer,Financial Services,Mass Customer,Yes,9,4000,QLD,Australia,7,733,0.6625000000000001,30.0
Fancie,Woofendell,Female,68,Research Nurse,Health,Mass Customer,Yes,6,4212,QLD,Australia,7,733,0.6625000000000001,53.0
Zebulen,Emtage,Male,52,Senior Developer,Health,High Net Worth,Yes,17,4352,QLD,Australia,7,733,0.6625000000000001,56.0
Micheil,Fleote,Male,48,Civil Engineer,Manufacturing,High Net Worth,No,16,2093,NSW,Australia,9,739,0.66,44.0
Cecily,Faircley,Female,42,Accountant IV,IT,Affluent Customer,Yes,19,4301,QLD,Australia,1,739,0.66,73.0
Glory,Chilcott,Female,49,Project Manager,Telecommunications,High Net Worth,No,9,4165,QLD,Australia,5,741,0.65875,80.0
Sinclair,Wark,Male,68,Financial Analyst,Financial Services,Mass Customer,Yes,11,2134,NSW,Australia,9,741,0.65875,46.0
Tomaso,Horsley,Male,97,Junior Executive,Financial Services,Mass Customer,Yes,10,3977,VIC,Australia,6,741,0.65875,19.0
Gilli,Christophers,Female,70,Database Administrator IV,Property,Affluent Customer,Yes,17,4575,QLD,Australia,9,744,0.65625,72.0
Errick,Burgin,Male,87,Professor,Entertainment,Mass Customer,No,11,2650,NSW,Australia,2,744,0.65625,21.0
Damian,Renard,Male,43,Software Consultant,Retail,Affluent Customer,No,8,2155,NSW,Australia,10,744,0.65625,43.0
Agnola,Batterson,Female,86,Physical Therapy Assistant,Financial Services,Mass Customer,No,7,4305,QLD,Australia,3,747,0.6545,40.0
Riki,Wandtke,Female,25,Librarian,Entertainment,Mass Customer,Yes,5,4115,QLD,Australia,7,748,0.65078125,58.0
Mikol,Eck,Male,99,VP Marketing,Financial Services,Mass Customer,Yes,21,4130,QLD,Australia,9,748,0.65078125,44.0
Phyllis,Wibberley,Female,7,Web Designer IV,Retail,Affluent Customer,No,11,2066,NSW,Australia,12,750,0.65,49.0
Burt,Vasechkin,Male,33,Senior Sales Associate,Retail,Mass Customer,Yes,20,3338,VIC,Australia,2,751,0.648125,70.0
Adriana,Saundercock,Male,20,Nurse,IT,High Net Worth,Yes,14,3806,VIC,Australia,7,751,0.648125,34.0
Trudie,Phinnessy,Female,45,Human Resources Manager,Financial Services,Mass Customer,Yes,15,3030,VIC,Australia,9,751,0.648125,60.0
Frederigo,Cribbott,Male,35,Social Worker,Health,Mass Customer,No,16,2140,NSW,Australia,8,754,0.646,55.0
Glenda,Eliet,Female,87,Quality Control Specialist,Financial Services,Mass Customer,No,12,3844,VIC,Australia,7,755,0.64,46.0
Darb,Eliet,Male,80,Food Chemist,Health,Affluent Customer,No,10,4034,QLD,Australia,5,755,0.64,51.0
Cal,Van den Velde,Male,22,Senior Sales Associate,Financial Services,Affluent Customer,Yes,6,3174,VIC,Australia,6,755,0.64,24.0
Stephani,Sidsaff,Female,32,Senior Quality Engineer,Financial Services,Mass Customer,Yes,6,2036,NSW,Australia,11,755,0.64,46.0
Meade,Bampton,Male,69,Health Coach III,Health,High Net Worth,No,17,2090,NSW,Australia,7,755,0.64,38.0
Flore,Cashen,Female,79,Food Chemist,Health,High Net Worth,No,17,2640,NSW,Australia,4,760,0.6375,42.0
Leighton,Firbanks,Male,51,Teacher,Retail,Affluent Customer,No,21,4178,QLD,Australia,3,760,0.6375,46.0
Petr,Westman,Male,5,Nurse Practicioner,Property,Mass Customer,No,7,4556,QLD,Australia,7,760,0.6375,32.0
Yorgos,Dewhurst,Male,6,Software Consultant,Argiculture,Affluent Customer,No,16,4701,QLD,Australia,1,760,0.6375,69.0
Simmonds,Bapty,Male,52,Junior Executive,Financial Services,Affluent Customer,No,8,2025,NSW,Australia,12,760,0.6375,18.0
Hagen,MacCarter,Male,93,Payment Adjustment Coordinator,Entertainment,Affluent Customer,Yes,15,3172,VIC,Australia,9,760,0.6375,37.0
Cazzie,Stanwix,Male,37,Research Assistant IV,Manufacturing,High Net Worth,Yes,11,4561,QLD,Australia,7,760,0.6375,59.0
Geoff,Gwillym,Male,89,Clinical Specialist,Health,Affluent Customer,No,8,2323,NSW,Australia,4,760,0.6375,21.0
Simonette,Gwillym,Female,4,VP Product Management,Manufacturing,Affluent Customer,Yes,6,2232,NSW,Australia,8,760,0.6375,30.0
Deirdre,Sturgeon,Female,11,VP Sales,Retail,Mass Customer,Yes,9,2232,NSW,Australia,10,760,0.6375,54.0
Andrea,Pendle,Female,86,Analyst Programmer,Entertainment,High Net Worth,Yes,13,4500,QLD,Australia,6,760,0.6375,81.0
Juliann,Siemantel,Female,86,Librarian,Entertainment,Mass Customer,No,22,3046,VIC,Australia,8,760,0.6375,72.0
Janaye,Eade,Female,23,Chief Design Engineer,Health,Affluent Customer,No,4,2420,NSW,Australia,3,760,0.6375,35.0
Dylan,Stranio,Male,47,Project Manager,Manufacturing,High Net Worth,Yes,9,2170,NSW,Australia,8,773,0.63,67.0
Mel,Rochford,Female,11,Assistant Professor,Retail,Mass Customer,Yes,4,3013,VIC,Australia,9,774,0.626875,30.0
Elvin,Trayhorn,Male,46,VP Accounting,Financial Services,High Net Worth,No,10,2231,NSW,Australia,10,774,0.626875,27.0
Dmitri,Viant,Male,62,Paralegal,Financial Services,Affluent Customer,No,5,3842,VIC,Australia,1,774,0.626875,33.0
Sonni,Milligan,Female,73,Budget/Accounting Analyst III,Retail,Mass Customer,Yes,14,3170,VIC,Australia,9,774,0.626875,32.0
Kellina,Haygreen,Female,38,Librarian,Entertainment,Affluent Customer,No,18,2046,NSW,Australia,10,778,0.625,54.0
Yuma,Dennick,Male,40,Structural Analysis Engineer,Manufacturing,Mass Customer,Yes,6,2528,NSW,Australia,8,778,0.625,47.0
Ashleigh,Dennick,Female,46,Budget/Accounting Analyst III,IT,Mass Customer,Yes,6,3204,VIC,Australia,12,780,0.6242187499999999,24.0
Therese,Brotherhood,Female,30,Food Chemist,Health,Mass Customer,No,10,2042,NSW,Australia,10,780,0.6242187499999999,38.0
Pansie,Beccero,Female,35,Software Test Engineer I,Financial Services,Affluent Customer,Yes,10,4818,QLD,Australia,5,782,0.6204999999999999,56.0
Reinaldos,Simmig,Male,55,Nurse Practicioner,Manufacturing,High Net Worth,No,8,3147,VIC,Australia,10,782,0.6204999999999999,65.0
Calhoun,Mussington,Male,98,Dental Hygienist,Health,Mass Customer,No,12,2019,NSW,Australia,9,782,0.6204999999999999,27.0
Winn,Wells,Male,66,Analyst Programmer,Manufacturing,Affluent Customer,No,9,2230,NSW,Australia,10,785,0.62,26.0
Rafi,Brettelle,Male,89,Operator,Health,High Net Worth,No,6,2166,NSW,Australia,10,786,0.61625,63.0
Fey,Brettelle,Female,48,Research Nurse,Health,High Net Worth,Yes,11,3147,VIC,Australia,12,786,0.61625,62.0
Verne,Loalday,Male,1,Marketing Assistant,IT,High Net Worth,No,7,2082,NSW,Australia,10,788,0.6125,38.0
Eleonora,Wiszniewski,Female,49,Financial Advisor,Financial Services,Affluent Customer,No,9,4740,QLD,Australia,2,788,0.6125,40.0
Fayre,Brannigan,Female,32,Geological Engineer,Manufacturing,Mass Customer,Yes,9,2234,NSW,Australia,10,788,0.6125,27.0
Eachelle,Noirel,Female,93,Registered Nurse,Health,Affluent Customer,Yes,11,2292,NSW,Australia,6,791,0.612,46.0
Carl,Troyes,Male,4,Associate Professor,Property,Mass Customer,No,7,3109,VIC,Australia,10,791,0.612,47.0
Cordie,Brankley,Female,79,Librarian,Entertainment,High Net Worth,No,18,2195,NSW,Australia,6,793,0.6109375000000001,65.0
Jackie,Pays,Male,21,Developer I,Health,Mass Customer,No,9,2135,NSW,Australia,12,794,0.6056249999999999,64.0
Carroll,Schlagman,Female,61,Clinical Specialist,Health,Affluent Customer,No,13,2099,NSW,Australia,9,795,0.6034999999999999,68.0
Frans,Idale,Male,1,Nurse,Manufacturing,Mass Customer,No,10,4350,QLD,Australia,2,795,0.6034999999999999,50.0
Amara,Clow,Female,47,Biostatistician IV,Financial Services,Mass Customer,Yes,13,3101,VIC,Australia,12,797,0.6,53.0
Anthony,Morison,Male,7,General Manager,Health,Mass Customer,No,12,2759,NSW,Australia,9,797,0.6,82.0
Cherye,Stanfield,Female,0,Environmental Tech,Manufacturing,Affluent Customer,No,13,2256,NSW,Australia,9,797,0.6,39.0
Ansell,Tolhurst,Male,77,Chemical Engineer,Manufacturing,Affluent Customer,No,22,2232,NSW,Australia,10,797,0.6,70.0
Erminie,Rabidge,Female,64,Account Representative III,Manufacturing,High Net Worth,No,17,2170,NSW,Australia,8,801,0.59765625,38.0
Rosene,Beckey,Female,25,Account Executive,Health,Mass Customer,Yes,14,2107,NSW,Australia,11,801,0.59765625,46.0
Darlleen,Shalcras,Female,77,Health Coach I,Health,Mass Customer,No,11,2010,NSW,Australia,10,801,0.59765625,39.0
Bryon,Goundry,Male,79,Marketing Manager,Manufacturing,Mass Customer,No,21,4165,QLD,Australia,5,804,0.5950000000000001,69.0
Sherwin,Minocchi,Male,71,Project Manager,Financial Services,Mass Customer,Yes,11,2536,NSW,Australia,8,804,0.5950000000000001,73.0
Luci,Dyter,Female,12,Software Test Engineer I,Manufacturing,High Net Worth,No,20,3981,VIC,Australia,7,804,0.5950000000000001,68.0
Sloan,Pudney,Male,83,Junior Executive,Financial Services,Affluent Customer,No,16,4557,QLD,Australia,9,804,0.5950000000000001,55.0
Otes,Elegood,Male,67,Programmer III,Financial Services,High Net Worth,No,21,2226,NSW,Australia,11,808,0.595,79.0
Davie,Blay,Male,94,Financial Analyst,Financial Services,Mass Customer,No,8,2770,NSW,Australia,7,808,0.595,34.0
Dorolice,Osmon,Female,46,Assistant Professor,Financial Services,Affluent Customer,No,15,3046,VIC,Australia,6,810,0.5874999999999999,59.0
Meade,McReedy,Female,94,Safety Technician IV,Financial Services,Affluent Customer,Yes,9,2193,NSW,Australia,10,810,0.5874999999999999,51.0
Rikki,Chaffey,Male,69,Chemical Engineer,Manufacturing,Mass Customer,No,20,4127,QLD,Australia,1,810,0.5874999999999999,75.0
Adria,Van den Velde,Female,39,Nuclear Power Engineer,Manufacturing,Affluent Customer,Yes,9,2261,NSW,Australia,7,810,0.5874999999999999,42.0
Dmitri,Van den Velde,Male,72,Structural Analysis Engineer,Financial Services,High Net Worth,Yes,15,3690,VIC,Australia,4,810,0.5874999999999999,29.0
Maddalena,Hencke,Female,61,Help Desk Operator,Manufacturing,High Net Worth,No,22,4170,QLD,Australia,5,810,0.5874999999999999,67.0
Rand,Winchcum,Male,34,Software Consultant,Health,Affluent Customer,No,3,2146,NSW,Australia,7,810,0.5874999999999999,20.0
Rowen,Sollas,Male,38,Dental Hygienist,Health,Mass Customer,No,5,4556,QLD,Australia,8,817,0.5864999999999999,60.0
Boothe,Hayselden,Male,42,Computer Systems Analyst III,Health,Mass Customer,Yes,17,2291,NSW,Australia,10,817,0.5864999999999999,80.0
Noak,Sleany,Male,1,Budget/Accounting Analyst I,Financial Services,Affluent Customer,No,17,3121,VIC,Australia,10,817,0.5864999999999999,55.0
Callean,Wass,Male,65,GIS Technical Architect,Financial Services,Affluent Customer,No,14,3073,VIC,Australia,8,820,0.584375,31.0
Keelby,Sudlow,Male,96,Marketing Assistant,Manufacturing,High Net Worth,No,12,3163,VIC,Australia,8,820,0.584375,31.0
Rodrique,Vernon,Male,70,Budget/Accounting Analyst III,Manufacturing,Affluent Customer,No,17,3174,VIC,Australia,8,820,0.584375,41.0
Brod,Attrey,Male,46,Budget/Accounting Analyst III,Argiculture,Mass Customer,Yes,14,2194,NSW,Australia,8,820,0.584375,53.0
Manny,Mandy,Male,36,Account Representative III,Argiculture,Mass Customer,No,16,4280,QLD,Australia,7,820,0.584375,43.0
Becky,Lassen,Female,11,Sales Associate,Financial Services,Mass Customer,Yes,7,2251,NSW,Australia,8,820,0.584375,47.0
Tessa,Heakey,Female,43,Senior Financial Analyst,Financial Services,Mass Customer,No,9,3337,VIC,Australia,6,820,0.584375,49.0
Herbert,Henryson,Male,21,Marketing Manager,Property,Mass Customer,No,4,2528,NSW,Australia,9,820,0.584375,24.0
Cristie,Bence,Female,49,Automation Specialist II,Manufacturing,High Net Worth,No,9,4122,QLD,Australia,8,828,0.58,20.0
Renate,Whyte,Female,60,Registered Nurse,Health,High Net Worth,Yes,15,2620,NSW,Australia,7,828,0.58,56.0
Toma,Woolforde,Female,67,Cost Accountant,Financial Services,Mass Customer,Yes,5,2092,NSW,Australia,12,830,0.5780000000000001,28.0
Dorie,Dunleavy,Female,24,Registered Nurse,Health,Affluent Customer,No,12,3356,VIC,Australia,4,830,0.5780000000000001,58.0
Ellie,Toope,Female,29,Staff Accountant III,Property,High Net Worth,Yes,4,2156,NSW,Australia,11,832,0.5750000000000001,46.0
Leonora,Swetenham,Female,66,Database Administrator III,IT,Mass Customer,Yes,10,2026,NSW,Australia,10,832,0.5750000000000001,52.0
Teodor,Mullinder,Male,56,Nuclear Power Engineer,Manufacturing,High Net Worth,No,11,3216,VIC,Australia,5,832,0.5750000000000001,57.0
Jared,Fendlow,Male,79,Media Manager II,Financial Services,Mass Customer,No,15,4211,QLD,Australia,7,832,0.5750000000000001,56.0
Porty,Hansed,Male,88,General Manager,IT,Mass Customer,No,13,2112,NSW,Australia,11,832,0.5750000000000001,38.0
Andy,Deeming,Male,79,Payment Adjustment Coordinator,Manufacturing,Affluent Customer,Yes,7,4556,QLD,Australia,8,832,0.5750000000000001,41.0
Monty,Thomazin,Male,7,Quality Engineer,Financial Services,Mass Customer,Yes,13,3105,VIC,Australia,10,838,0.57375,68.0
Briano,Janowski,Male,66,Analyst Programmer,Health,Mass Customer,No,7,2066,NSW,Australia,8,838,0.57375,25.0
Ginger,Janowski,Male,94,Human Resources Manager,Manufacturing,Mass Customer,No,11,2259,NSW,Australia,8,840,0.57109375,81.0
Logan,Colomb,Male,74,Recruiter,Health,Mass Customer,Yes,19,2761,NSW,Australia,8,840,0.57109375,72.0
Nichols,Devinn,Male,47,Recruiter,Financial Services,Affluent Customer,No,11,2071,NSW,Australia,12,842,0.57,40.0
Catha,Davitt,Female,79,Environmental Specialist,Property,High Net Worth,Yes,6,2567,NSW,Australia,7,843,0.5695,62.0
Melosa,McOwan,Female,25,Compensation Analyst,Financial Services,Mass Customer,No,12,2211,NSW,Australia,9,843,0.5695,19.0
Maris,Leete,Female,21,Engineer IV,Retail,Mass Customer,No,7,4300,QLD,Australia,4,845,0.5631250000000001,47.0
Wilburt,Padden,Male,22,Engineer I,Manufacturing,Mass Customer,No,3,2148,NSW,Australia,5,845,0.5631250000000001,25.0
Rosabelle,Godsmark,Female,60,Executive Secretary,Telecommunications,Mass Customer,Yes,3,4102,QLD,Australia,8,845,0.5631250000000001,24.0
Guilbert,Bearns,Male,42,Financial Analyst,Financial Services,Mass Customer,Yes,5,3226,VIC,Australia,8,845,0.5631250000000001,37.0
Meridith,Urwin,Female,62,Registered Nurse,Health,High Net Worth,Yes,10,2444,NSW,Australia,7,845,0.5631250000000001,23.0
Leeland,Urwin,Male,66,VP Quality Control,Telecommunications,High Net Worth,No,12,4122,QLD,Australia,4,845,0.5631250000000001,63.0
